Car Name,Kilometers,Fuel,Transmission,Registration,EMI,Final Price,Location
2019 Maruti Swift,58358,CNG,Manual,DL-11,"EMI ₹8,120/m*",Account ," Gaur City mall, Multilevel parking, Greater Noida"
2015 Hyundai Eon,43518,Petrol,Manual,DL-13,₹5.33L₹4.60 lakh+ other charges,₹4.05 lakh," Metro Walk, Rohini, New Delhi"
2015 Maruti Wagon R 1.0,65974,CNG,Manual,DL-12,"EMI ₹7,918/m*",₹1.77 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2015 Honda Amaze,40807,Petrol,Manual,DL-14,₹4.40L₹4.05 lakh+ other charges,₹2.13 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2019 Maruti Swift,57241,Petrol,Manual,DL-12,"EMI ₹8,826/m*",₹2.35 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2016 Tata Tiago,79222,Petrol,Manual,DL-10,₹5.64L₹5.00 lakh+ other charges,₹3.65 lakh," Wave One Mall, Sec-18, Noida"
2019 Datsun Redi Go,34061,Petrol,Manual,HR-21,"EMI ₹9,542/m*",₹2.48 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2019 Maruti Swift,30678,Petrol,Manual,UP-13,₹4.99L₹2.87 lakh+ other charges,₹1.79 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2016 Hyundai Elite i20,65503,Petrol,Manual,HR-26,"EMI ₹4,661/m*",₹3.75 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2015 Honda City,119495,Petrol,Manual,UP-25,₹1.88L₹1.77 lakh+ other charges,₹3.09 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2014 Hyundai Grand i10,58791,Petrol,Manual,UP-80,"EMI ₹2,991/m*",₹2.75 lakh," Metro Walk, Rohini, New Delhi"
2018 Datsun Redi Go,60114,CNG,Manual,HR-14,₹2.39L₹1.53 lakh+ other charges,₹1.81 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Maruti Wagon R 1.0,22695,Petrol,Manual,HR-10,"EMI ₹7,452/m*",₹1.79 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2024 KIA SONET,48161,Petrol,Manual,UP-23,₹3.65L₹3.35 lakh+ other charges,₹2.33 lakh," Metro Walk, Rohini, New Delhi"
2019 Hyundai Grand i10,50600,Petrol,Manual,HR-72,"EMI ₹7,284/m*",₹7.25 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2019 MG HECTOR,61573,Petrol,Manual,UP-80,₹4.37L₹4.13 lakh+ other charges,₹3.15 lakh," Metro Walk, Rohini, New Delhi"
2017 Maruti Swift,86606,Petrol,Manual,HR-14,"EMI ₹10,025/m*",₹7.69 lakh," Metro Walk, Rohini, New Delhi"
2017 Maruti Swift,79321,Petrol,Manual,DL-12,₹2.13 lakh+ other charges,₹2.80 lakh, DLF South Court Saket
2021 Tata PUNCH,50698,CNG,Manual,HR-51,"EMI ₹7,326/m*",₹2.50 lakh," Udyog Vihar, Sector 18, Gurgaon"
2018 Maruti Wagon R 1.0,85527,Petrol,Manual,HR-02,₹4.25L₹4.15 lakh+ other charges,₹4.65 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2021 Maruti Swift,62963,CNG,Manual,UP-80,"EMI ₹6,188/m*",₹2.65 lakh," Metro Walk, Rohini, New Delhi"
2023 Toyota Glanza,60527,Petrol,Manual,HR-51,₹2.40L₹2.35 lakh+ other charges,₹4.60 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2019 Ford FREESTYLE,55165,Diesel,Manual,HR-51,"EMI ₹8,279/m*",₹5.00 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2017 Renault Kwid,86916,Petrol,Manual,HR-06,₹4.89L₹4.69 lakh+ other charges,₹2.87 lakh," Metro Walk, Rohini, New Delhi"
2016 Maruti Swift,65394,Petrol,Manual,DL-11,"EMI ₹4,985/m*",₹1.53 lakh," Metro Walk, Rohini, New Delhi"
2022 Maruti Swift,66173,Petrol,Manual,DL-13,₹2.60L₹2.55 lakh+ other charges,₹3.35 lakh," Metro Walk, Rohini, New Delhi"
2019 Tata NEXON,43084,Petrol,Manual,DL-12,"EMI ₹6,443/m*",₹4.13 lakh," Metro Walk, Rohini, New Delhi"
2022 Tata PUNCH,23927,Petrol,Manual,DL-14,₹3.65 lakh+ other charges,₹4.15 lakh, DLF South Court Saket
2017 Maruti Wagon R 1.0,43479,Petrol,Manual,DL-12,"EMI ₹2,879/m*",₹4.69 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2018 Renault Kwid,62282,Petrol,Manual,DL-10,₹2.42L₹1.63 lakh+ other charges,₹2.55 lakh, Rajouri Garden
2022 Tata NEXON,48769,Petrol,Manual,HR-21,"EMI ₹5,517/m*",₹1.63 lakh," Metro Walk, Rohini, New Delhi"
2020 Renault TRIBER,42304,Petrol,Manual,UP-13,₹2.69L₹2.48 lakh+ other charges,₹6.10 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2018 Tata Tiago,48065,Petrol,Manual,HR-26,"EMI ₹3,158/m*",₹3.43 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2023 Volkswagen TAIGUN,58195,Petrol,Manual,UP-25,₹1.79 lakh+ other charges,₹3.19 lakh, Rajouri Garden
2017 Hyundai Creta,70830,Petrol,Manual,UP-80,"EMI ₹6,620/m*",₹6.88 lakh," Metro Walk, Rohini, New Delhi"
2019 Maruti Baleno,59035,Petrol,Manual,HR-14,₹3.90L₹3.75 lakh+ other charges,₹4.55 lakh," Metro Walk, Rohini, New Delhi"
2012 Maruti Alto 800,71627,CNG,Manual,HR-10,"EMI ₹10,775/m*",₹3.92 lakh," Metro Walk, Rohini, New Delhi"
2023 Tata PUNCH,78363,Petrol,Manual,UP-23,₹6.26L₹6.10 lakh+ other charges,₹1.34 lakh," Metro Walk, Rohini, New Delhi"
2016 Hyundai Creta,70369,Petrol,Manual,HR-72,"EMI ₹6,867/m*",₹4.79 lakh," Metro Walk, Rohini, New Delhi"
2023 Maruti Alto K10,68841,Petrol,Manual,UP-80,₹3.43L₹3.09 lakh+ other charges,₹3.67 lakh," Metro Walk, Rohini, New Delhi"
2019 Maruti Swift,58358,CNG,Manual,HR-14,"EMI ₹7,918/m*",₹3.26 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2015 Hyundai Eon,43518,Petrol,Manual,DL-12,₹4.40L₹4.05 lakh+ other charges,Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2015 Maruti Wagon R 1.0,65974,CNG,Manual,HR-51,"EMI ₹4,661/m*",₹4.05 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2015 Honda Amaze,40807,Petrol,Manual,HR-02,₹1.88L₹1.77 lakh+ other charges,₹1.77 lakh," Wave One Mall, Sec-18, Noida"
2019 Maruti Swift,57241,Petrol,Manual,UP-80,"EMI ₹10,025/m*",₹2.13 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Tata Tiago,79222,Petrol,Manual,HR-51,₹2.13 lakh+ other charges,₹2.35 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2019 Datsun Redi Go,34061,Petrol,Manual,HR-51,"EMI ₹6,188/m*",₹3.65 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2019 Maruti Swift,30678,Petrol,Manual,HR-06,₹2.40L₹2.35 lakh+ other charges,₹2.48 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Hyundai Elite i20,65503,Petrol,Manual,HR-26,"EMI ₹6,443/m*",₹1.79 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2015 Honda City,119495,Petrol,Manual,HR-72,₹3.65 lakh+ other charges,₹3.75 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2014 Hyundai Grand i10,58791,Petrol,Manual,HR-26,"EMI ₹5,517/m*",₹3.09 lakh," Udyog Vihar, Sector 18, Gurgaon"
2018 Datsun Redi Go,60114,CNG,Manual,HR-10,₹2.69L₹2.48 lakh+ other charges,₹2.75 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Maruti Wagon R 1.0,22695,Petrol,Manual,HR-26,"EMI ₹3,158/m*",₹1.81 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2024 KIA SONET,48161,Petrol,Manual,HR-10,₹1.79 lakh+ other charges,₹1.79 lakh," Udyog Vihar, Sector 18, Gurgaon"
2019 Hyundai Grand i10,50600,Petrol,Manual,HR-51,"EMI ₹6,620/m*",₹2.33 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2019 MG HECTOR,61573,Petrol,Manual,HR-06,₹3.90L₹3.75 lakh+ other charges,₹7.25 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2017 Maruti Swift,86606,Petrol,Manual,HR-80,"EMI ₹6,867/m*",₹3.15 lakh," Udyog Vihar, Sector 18, Gurgaon"
2017 Maruti Swift,79321,Petrol,Manual,HR-26,₹3.43L₹3.09 lakh+ other charges,₹7.69 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2021 Tata PUNCH,50698,CNG,Manual,HR-10,"EMI ₹7,242/m*",₹2.80 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2018 Maruti Wagon R 1.0,85527,Petrol,Manual,HR-07,₹3.70L₹2.75 lakh+ other charges,₹2.50 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Maruti Swift,62963,CNG,Manual,HR-36,"EMI ₹6,025/m*",₹4.65 lakh, Shilapati Mohalla Jind
2023 Toyota Glanza,60527,Petrol,Manual,HR-08,₹2.05L₹1.81 lakh+ other charges,₹2.65 lakh, Kurukshetra University Thanesar Haryana
2019 Ford FREESTYLE,55165,Diesel,Manual,HR-51,"EMI ₹3,982/m*",₹4.60 lakh, Laxman colony Street no 1 Laxman colony Street no 1 Thanesar
2017 Renault Kwid,86916,Petrol,Manual,HR-06,₹1.85L₹1.79 lakh+ other charges,₹5.00 lakh, Vashisht colony Vashisht colony Kurukshetra
2016 Maruti Swift,65394,Petrol,Manual,HR-06,"EMI ₹4,555/m*",₹2.87 lakh, Vill Kishanpur Pipli Dt Kurukshetra Near Gurudwar Kurukshetra
2022 Maruti Swift,66173,Petrol,Manual,HR-26,₹2.57L₹2.33 lakh+ other charges,₹1.53 lakh, THANESAR KURUKSHETRA Kurukshetra
2019 Tata NEXON,43084,Petrol,Manual,HR-98,"EMI ₹12,796/m*",₹3.35 lakh, Sector 4 Kurukshetra Haryana
2022 Tata PUNCH,23927,Petrol,Manual,HR-10,₹7.25 lakh+ other charges,₹4.13 lakh, Kurukshetra Kurukshetra Kurukshetra
2017 Maruti Wagon R 1.0,43479,Petrol,Manual,UP-13,"EMI ₹5,559/m*",₹4.15 lakh, Kurukshetra Haryana India
2018 Renault Kwid,62282,Petrol,Manual,UP-25,₹3.15 lakh+ other charges,₹4.69 lakh, Ambala Division Sector 30 Kurukshetra
2022 Tata NEXON,48769,Petrol,Manual,UP-80,"EMI ₹13,580/m*",₹2.55 lakh, Sector 10 Kurukshetra Haryana
2020 Renault TRIBER,42304,Petrol,Manual,HR-14,₹7.93L₹7.69 lakh+ other charges,₹1.63 lakh, Mohan nagar kurukshetra Mohan nagar kurukshetra Kurukshetra
2018 Tata Tiago,48065,Petrol,Manual,HR-10,"EMI ₹5,474/m*",₹6.10 lakh, Hargobind nagar near Balaji mandir Hargobind nagar near Balaji mandir Kurukshetra
2023 Volkswagen TAIGUN,58195,Petrol,Manual,UP-23,₹3.11L₹2.80 lakh+ other charges,₹3.43 lakh, darra khera Darra Khera Thanesar
2017 Hyundai Creta,70830,Petrol,Manual,UP-80,"EMI ₹4,886/m*",₹3.19 lakh, Kurukshetra Thanesar Haryana
2019 Maruti Baleno,59035,Petrol,Manual,DL-11,₹2.70L₹2.50 lakh+ other charges,₹6.88 lakh, Sector 3 Kurukshetra Haryana
2012 Maruti Alto 800,71627,CNG,Manual,HR-14,"EMI ₹8,209/m*",₹4.55 lakh, Multi storey building District court kurukshetra Panipat
2023 Tata PUNCH,78363,Petrol,Manual,DL-12,₹4.86L₹4.65 lakh+ other charges,₹3.92 lakh, Ansal Sushant City Ansal Sushant City Umri
2016 Hyundai Creta,70369,Petrol,Manual,HR-51,"EMI ₹4,673/m*",₹1.34 lakh, Locality :- Kurukshetra Kurukshetra
2023 Maruti Alto K10,68841,Petrol,Manual,DL-10,₹2.65 lakh+ other charges,₹4.79 lakh, Kurukshetra University Thanesar Haryana
2023 Toyota Glanza,60527,Petrol,Manual,HR-06,"EMI ₹8,120/m*",₹3.67 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2017 Maruti Wagon R 1.0,43479,Petrol,Manual,HR-51,₹5.33L₹4.60 lakh+ other charges,₹3.26 lakh," Metro Walk, Rohini, New Delhi"
2015 Hyundai Creta,66754,Petrol,Manual,HR-06,"EMI ₹8,826/m*",Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2016 Honda City,73377,Petrol,Manual,UK-06,₹5.64L₹5.00 lakh+ other charges,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2015 Ford Ecosport,34404,Petrol,Manual,HR-51,"EMI ₹9,542/m*",₹5.00 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2022 Tata ALTROZ,77101,Petrol,Manual,HR-08,₹4.99L₹2.87 lakh+ other charges,₹2.55 lakh," Wave One Mall, Sec-18, Noida"
2022 Renault Kwid,48014,Petrol,Manual,HR-33,"EMI ₹2,991/m*",₹4.57 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2018 Maruti Celerio X,111639,CNG,Manual,HR-06,₹2.39L₹1.53 lakh+ other charges,₹4.28 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2016 Renault Kwid,63291,Petrol,Manual,HR-06,"EMI ₹7,452/m*",₹3.27 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2021 Hyundai VENUE,52976,Petrol,Manual,HR-28,₹3.65L₹3.35 lakh+ other charges,₹4.76 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2023 Maruti XL6,81155,Petrol,Manual,HR-60,"EMI ₹7,284/m*",₹2.72 lakh," Metro Walk, Rohini, New Delhi"
2015 Hyundai i10,78856,Petrol,Manual,HR-26,₹4.37L₹4.13 lakh+ other charges,₹2.97 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Maruti Wagon R 1.0,79242,CNG,Manual,HR-06,"EMI ₹7,326/m*",₹1.68 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2018 Tata Tiago,118576,Petrol,Manual,HR-06,₹4.25L₹4.15 lakh+ other charges,₹5.54 lakh," Metro Walk, Rohini, New Delhi"
2017 Honda Jazz,91033,Petrol,Manual,HR-06,"EMI ₹8,279/m*",₹8.09 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2019 Tata NEXON,41924,Petrol,Manual,HR-06,₹4.89L₹4.69 lakh+ other charges,₹1.71 lakh," Metro Walk, Rohini, New Delhi"
2020 Renault TRIBER,55224,Petrol,Manual,HR-12,"EMI ₹4,985/m*",₹2.31 lakh," Metro Walk, Rohini, New Delhi"
2018 Hyundai Grand i10,41331,Petrol,Manual,UP-13,₹2.60L₹2.55 lakh+ other charges,₹2.73 lakh, DLF South Court Saket
2022 Tata TIGOR,81872,CNG,Manual,HR-26,"EMI ₹2,879/m*",₹2.57 lakh," Udyog Vihar, Sector 18, Gurgaon"
2018 Tata NEXON,100474,CNG,Manual,UP-25,₹2.42L₹1.63 lakh+ other charges,₹3.86 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2021 Maruti Swift,62963,CNG,Manual,UP-80,"EMI ₹10,775/m*",₹3.40 lakh," Metro Walk, Rohini, New Delhi"
2019 Maruti Swift,58358,CNG,Manual,HR-14,₹6.26L₹6.10 lakh+ other charges,₹2.91 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2019 Ford FREESTYLE,55165,Diesel,Manual,HR-10,"EMI ₹6,055/m*",₹4.49 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2015 Hyundai Eon,43518,Petrol,Manual,UP-23,₹3.85L₹3.43 lakh+ other charges,₹3.55 lakh," Metro Walk, Rohini, New Delhi"
2017 Renault Kwid,86916,Petrol,Manual,HR-72,"EMI ₹5,633/m*",₹4.60 lakh," Metro Walk, Rohini, New Delhi"
2016 Maruti Swift,65394,Petrol,Manual,UP-80,₹3.56L₹3.19 lakh+ other charges,₹4.05 lakh," Metro Walk, Rohini, New Delhi"
2022 Maruti Swift,66173,Petrol,Manual,DL-11,"EMI ₹12,145/m*",₹2.87 lakh," Metro Walk, Rohini, New Delhi"
2015 Maruti Wagon R 1.0,65974,CNG,Manual,HR-14,₹7.74L₹6.88 lakh+ other charges,₹1.77 lakh, DLF South Court Saket
2019 Tata NEXON,43084,Petrol,Manual,HR-51,"EMI ₹8,895/m*",₹1.53 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2015 Honda Amaze,40807,Petrol,Manual,HR-51,₹5.01L₹4.55 lakh+ other charges,₹3.35 lakh, Rajouri Garden
2022 Tata PUNCH,23927,Petrol,Manual,HR-29,"EMI ₹6,920/m*",₹4.13 lakh," Metro Walk, Rohini, New Delhi"
2019 Maruti Swift,57241,Petrol,Manual,HR-16,₹4.00L₹3.92 lakh+ other charges,₹2.13 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2018 Renault Kwid,62282,Petrol,Manual,HR-24,Not available on EMI,₹4.15 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2016 Tata Tiago,79222,Petrol,Manual,HR-20,₹1.34 lakh+ other charges,₹2.35 lakh, Rajouri Garden
2019 Datsun Redi Go,34061,Petrol,Manual,HR-94,"EMI ₹8,457/m*",₹4.69 lakh," Metro Walk, Rohini, New Delhi"
2019 Maruti Swift,30678,Petrol,Manual,HR-20,₹5.28L₹4.79 lakh+ other charges,₹3.65 lakh," Metro Walk, Rohini, New Delhi"
2022 Tata NEXON,48769,Petrol,Manual,HR-30,"EMI ₹8,175/m*",₹1.63 lakh," Metro Walk, Rohini, New Delhi"
2016 Hyundai Elite i20,65503,Petrol,Manual,HR-26,₹4.60L₹3.67 lakh+ other charges,₹2.48 lakh," Metro Walk, Rohini, New Delhi"
2020 Renault TRIBER,42304,Petrol,Manual,HR-24,"EMI ₹5,755/m*",₹1.79 lakh," Metro Walk, Rohini, New Delhi"
2018 Tata Tiago,48065,Petrol,Manual,HR-23,₹3.36L₹3.26 lakh+ other charges,₹3.75 lakh," Metro Walk, Rohini, New Delhi"
2024 Tata PUNCH,25466,Petrol,Manual,HR-24,"EMI ₹15,571/m*",₹6.10 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2012 Maruti Wagon R 1.0,81490,CNG,Manual,HR-26,₹7.50L₹7.00 lakh,₹3.09 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2011 Audi Q5,49009,Petrol,Manual,HR-44,"EMI ₹6,847/m*",₹3.43 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2013 Maruti Wagon R 1.0,94657,CNG,Manual,HR-24,₹2.65L₹2.60 lakh,₹3.19 lakh," Wave One Mall, Sec-18, Noida"
2017 Tata Tiago,55541,Petrol,Manual,HR-24,"EMI ₹9,964/m*",Account ," Gaur City mall, Multilevel parking, Greater Noida"
2012 Hyundai i10,76719,Petrol,Manual,HR-51,₹3.09L₹3.00 lakh,Account ," M3M Urbana, Golf Course Ext., Gurugram"
2012 Maruti Swift,99772,CNG,Manual,HR-13,"EMI ₹10,115/m*",Account ," M3M Urbana, Golf Course Ext., Gurugram"
2015 Hyundai Eon,77062,Petrol,Manual,CH-01,₹6.00L₹5.73 lakh,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Renault Kwid,118740,Petrol,Manual,HR-33,"EMI ₹9,788/m*",Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2014 Maruti Alto 800,116806,CNG,Manual,HR-29,₹4.40 lakh,Account ," Gaur City mall, Multilevel parking, Greater Noida"
2022 Maruti Alto,30826,Petrol,Manual,HR-51,"EMI ₹3,003/m*",Account ," Udyog Vihar, Sector 18, Gurgaon"
2011 Ford Figo,59521,CNG,Manual,HR-31,₹1.35 lakh,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Renault Kwid,45000,Petrol,Manual,HR-93,"EMI ₹7,008/m*",Account ," M3M Urbana, Golf Course Ext., Gurugram"
2015 Hyundai i10,109100,CNG,Manual,HR-51,₹2.11 lakh,Account ," Udyog Vihar, Sector 18, Gurgaon"
2013 Maruti Swift Dzire,106472,CNG,Manual,HR-31,"EMI ₹10,534/m*",Account ," Gaur City mall, Multilevel parking, Greater Noida"
2017 Honda City,85761,Diesel,Manual,HR-31,₹4.20L₹4.00 lakh,₹5.10 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2023 Hyundai VENUE,29190,Petrol,Manual,HR-06,"EMI ₹19,902/m*",₹1.19 lakh," Udyog Vihar, Sector 18, Gurgaon"
2017 Hyundai Elite i20,69867,Petrol,Manual,HR-33,₹2.35L₹2.24 lakh,₹4.70 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2020 Hyundai VENUE,103029,Diesel,Manual,HR-08,"EMI ₹10,592/m*",₹1.70 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2011 Maruti Wagon R 1.0,94759,Petrol,Manual,HR-31,₹6.50L₹6.00 lakh,₹2.60 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Maruti Swift,62963,CNG,Manual,HR-90,"EMI ₹25,766/m*",₹1.71 lakh, Shilapati Mohalla Jind
2019 Maruti Swift,58358,CNG,Manual,HR-06,₹2.90 lakh,₹1.65 lakh, Kurukshetra University Thanesar Haryana
2023 Toyota Glanza,60527,Petrol,Manual,HR-31,"EMI ₹3,114/m*",₹1.40 lakh, Laxman colony Street no 1 Laxman colony Street no 1 Thanesar
2019 Ford FREESTYLE,55165,Diesel,Manual,HR-31,₹1.40 lakh,₹1.30 lakh, Vashisht colony Vashisht colony Kurukshetra
2015 Hyundai Eon,43518,Petrol,Manual,HR-13,"EMI ₹12,289/m*",₹1.12 lakh, Vill Kishanpur Pipli Dt Kurukshetra Near Gurudwar Kurukshetra
2017 Renault Kwid,86916,Petrol,Manual,HR-14,₹4.00L₹3.70 lakh,₹3.75 lakh, THANESAR KURUKSHETRA Kurukshetra
2016 Maruti Swift,65394,Petrol,Manual,HR-12,"EMI ₹9,217/m*",₹0.75 lakh, Sector 4 Kurukshetra Haryana
2022 Maruti Swift,66173,Petrol,Manual,HR-02,₹3.60L₹3.50 lakh,₹1.35 lakh, Kurukshetra Kurukshetra Kurukshetra
2015 Maruti Wagon R 1.0,65974,CNG,Manual,HR-02,"EMI ₹12,710/m*",₹1.87 lakh, Kurukshetra Haryana India
2019 Tata NEXON,43084,Petrol,Manual,HR-12,₹2.70 lakh,₹1.88 lakh, Ambala Division Sector 30 Kurukshetra
2015 Honda Amaze,40807,Petrol,Manual,HR-10,Not available on EMI,₹4.00 lakh, Sector 10 Kurukshetra Haryana
2022 Tata PUNCH,23927,Petrol,Manual,HR-18,₹1.15L₹0.95 lakh,₹7.00 lakh, Mohan nagar kurukshetra Mohan nagar kurukshetra Kurukshetra
2017 Maruti Wagon R 1.0,43479,Petrol,Manual,HR-10,"EMI ₹15,415/m*",₹4.70 lakh, Hargobind nagar near Balaji mandir Hargobind nagar near Balaji mandir Kurukshetra
2019 Maruti Swift,57241,Petrol,Manual,HR-36,₹6.93 lakh,₹6.00 lakh, darra khera Darra Khera Thanesar
2018 Renault Kwid,62282,Petrol,Manual,HR-05,"EMI ₹7,674/m*",₹0.72 lakh, Kurukshetra Thanesar Haryana
2016 Tata Tiago,79222,Petrol,Manual,HR-36,₹3.45 lakh,₹4.60 lakh, Sector 3 Kurukshetra Haryana
2019 Datsun Redi Go,34061,Petrol,Manual,HR-29,"EMI ₹14,459/m*",₹4.05 lakh, Multi storey building District court kurukshetra Panipat
2019 Maruti Swift,30678,Petrol,Manual,HR-13,₹7.10L₹6.50 lakh,₹5.00 lakh, Ansal Sushant City Ansal Sushant City Umri
2022 Tata NEXON,48769,Petrol,Manual,HR-10,"EMI ₹8,008/m*",₹2.87 lakh, Locality :- Kurukshetra Kurukshetra
2016 Hyundai Elite i20,65503,Petrol,Manual,HR-29,₹3.60 lakh,₹1.77 lakh, Kurukshetra University Thanesar Haryana
2012 Renault Duster,123949,Diesel,Manual,HR-98,"EMI ₹8,120/m*",₹1.53 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2013 Maruti Ritz,100317,Diesel,Manual,HR-31,₹5.33L₹4.60 lakh+ other charges,₹3.35 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2012 Maruti Ritz,128963,Diesel,Manual,HR-05,"EMI ₹7,918/m*",₹4.13 lakh," Udyog Vihar, Sector 18, Gurgaon"
2017 Hyundai Creta,102752,Diesel,Manual,HR-29,₹4.40L₹4.05 lakh+ other charges,₹2.13 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2012 Toyota Fortuner,167147,Diesel,Manual,HR-12,"EMI ₹8,826/m*",₹4.15 lakh," Udyog Vihar, Sector 18, Gurgaon"
2014 Hyundai i20,97496,Diesel,Manual,HR-08,₹5.64L₹5.00 lakh+ other charges,₹2.35 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2023 Hyundai Verna,13632,Petrol,Manual,HR-51,"EMI ₹9,542/m*",₹4.69 lakh," Udyog Vihar, Sector 18, Gurgaon"
2011 Hyundai i10,98976,CNG,Manual,HR-22,₹4.99L₹2.87 lakh+ other charges,₹2.55 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2017 Mahindra XUV500,125986,Diesel,Manual,UK-07,"EMI ₹4,661/m*",₹3.65 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2014 Honda Mobilio,138782,Diesel,Manual,HR-08,₹1.88L₹1.77 lakh+ other charges,₹1.63 lakh," M3M Urbana, Golf Course Ext., Gurugram"
